"DateTime","Players","Flags"
"2017-04-01 00:00:00",2266
"2017-04-02 00:00:00",
"2017-04-03 00:00:00",
"2017-04-04 00:00:00",
"2017-04-05 00:00:00",
"2017-04-06 00:00:00",
"2017-04-07 00:00:00",
"2017-04-08 00:00:00",
"2017-04-09 00:00:00",
"2017-04-10 00:00:00",
"2017-04-11 00:00:00",
"2017-04-12 00:00:00",
"2017-04-13 00:00:00",
"2017-04-14 00:00:00",
"2017-04-15 00:00:00",
"2017-04-16 00:00:00",
"2017-04-17 00:00:00",10
"2017-04-18 00:00:00",10
"2017-04-19 00:00:00",9
"2017-04-20 00:00:00",932,
"2017-04-21 00:00:00",1708
"2017-04-22 00:00:00",2152
"2017-04-23 00:00:00",2262
"2017-04-24 00:00:00",1637
"2017-04-25 00:00:00",1353
"2017-04-26 00:00:00",1226
"2017-04-27 00:00:00",1098
"2017-04-28 00:00:00",924
"2017-04-29 00:00:00",1125
"2017-04-30 00:00:00",1030
"2017-05-01 00:00:00",660
"2017-05-02 00:00:00",726
"2017-05-03 00:00:00",610
"2017-05-04 00:00:00",544
"2017-05-05 00:00:00",557
"2017-05-06 00:00:00",688
"2017-05-07 00:00:00",639
"2017-05-08 00:00:00",555
"2017-05-09 00:00:00",432
"2017-05-10 00:00:00",394
"2017-05-11 00:00:00",371
"2017-05-12 00:00:00",392
"2017-05-13 00:00:00",533
"2017-05-14 00:00:00",521
"2017-05-15 00:00:00",437
"2017-05-16 00:00:00",385
"2017-05-17 00:00:00",332
"2017-05-18 00:00:00",329
"2017-05-19 00:00:00",340
"2017-05-20 00:00:00",393
"2017-05-21 00:00:00",386
"2017-05-22 00:00:00",318
"2017-05-23 00:00:00",293
"2017-05-24 00:00:00",299
"2017-05-25 00:00:00",291
"2017-05-26 00:00:00",254
"2017-05-27 00:00:00",287
"2017-05-28 00:00:00",310
"2017-05-29 00:00:00",298
"2017-05-30 00:00:00",287
"2017-05-31 00:00:00",224
"2017-06-01 00:00:00",215
"2017-06-02 00:00:00",224
"2017-06-03 00:00:00",252
"2017-06-04 00:00:00",289
"2017-06-05 00:00:00",255
"2017-06-06 00:00:00",233
"2017-06-07 00:00:00",207
